Mrittika Dol,Bhumi,Bunot,N,P,K,S,Z,B,Crop
Gopalpur,h,2,0.11,12.57,0.42,10.57,4.72,0.47,Mugg
Ishwardi,mh,3,0.1,3.17,0.32,12.28,1.47,0.66,Kheshari
Ishwardi,mh,3,0.11,11.82,0.21,18.57,1.52,0.77,Mugg
Ishwardi,mh,3,0.1,6.84,0.35,28.57,1.57,0.32,Mugg
Ishwardi,mh,3,0.12,11.24,0.17,15.58,3.11,0.37,Mugg
Ghior,mh,3,0.11,4.37,0.21,8.21,0.87,0.72,Kheshari
Gopalpur,mh,2,0.1,14.24,0.32,2.88,0.72,0.91,Mugg
Ishwardi,ml,3,0.11,40.72,0.27,24.57,1.27,0.32,Mugg
Ghior,ml,3,0.14,12.45,0.52,21.74,1.47,0.45,Mugg
Ghior,ml,3,0.15,17.72,0.49,15.77,0.84,0.35,Mugg
Rayna,mh,1,0.14,12.45,0.52,21.78,1.47,0.45,Mugg
Rayna,mh,1,0.09,13.6,0.47,45.27,0.42,0.67,Mugg
Rayna,mh,1,0.07,1.12,0.52,5.24,0.45,0.68,Kheshari
Rayna,mh,1,0.09,15.09,0.62,18.81,0.71,0.52,Mugg
Gongar,mh,5,0.05,2.2,0.15,3.45,0.6,0.42,Kheshari
Gongar,ml,5,0.06,1.87,0.21,2.87,0.8,0.48,Kheshari
Gongar,ml,5,0.06,5.87,0.18,12.65,0.92,0.21,Mugg
Domar,h,4,0.04,23,0.14,11.9,0.33,0.3,Mugg
Domar,h,4,0.04,20,0.14,12.3,0.29,0.29,Mugg
Domar,h,4,0.004,18,0.2,7.3,0.024,0.24,Mugg
Domar,h,4,0.4,21,0.21,9.5,0.38,0.28,Mugg
Pirgacha,h,3,0.04,22,0.17,10.2,0.63,0.26,Mugg
Pirgacha,h,3,0.04,24,0.16,17.2,0.6,0.22,Mugg
Pirgacha,h,3,0.04,26,0.13,14,0.26,0.27,Mugg
Pirgacha,h,3,0.06,36,0.15,12,0.85,0.24,Mugg
Pirgacha,h,3,0.05,28,0.17,12.2,0.56,0.19,Mugg
Pirgacha,h,3,0.05,31,0.16,16.6,0.42,0.21,Mugg
Pirgacha,h,3,0.07,22,0.13,12.2,0.55,0.2,Mugg
Pirgacha,h,3,0.07,25,0.17,13.9,0.46,0.18,Mugg
Pirgacha,h,3,0.04,33,0.16,9.3,0.6,0.14,Mugg
Pirgacha,h,3,0.04,35,0.15,8.4,0.8,0.16,Mugg
Pirgacha,h,3,0.04,21,0.2,14.6,0.44,0.33,Mugg
Pirgacha,h,3,0.05,28,0.14,7.7,0.56,0.3,Mugg
Pirgacha,h,3,0.4,35,0.13,13.7,0.68,0.24,Mugg
Pirgacha,h,3,0.04,22,0.18,12,0.86,0.29,Mugg
Pirgacha,h,3,0.06,39,0.14,12.1,0.72,0.14,Mugg
Pirgacha,h,4,0.09,27,0.17,14.8,0.87,0.18,Mugg
Pirgacha,h,4,0.09,45,0.13,8.3,0.67,0.28,Mugg
Pirgacha,h,4,0.08,39,0.13,14.2,0.48,0.25,Mugg
Pirgacha,h,3,0.06,40,0.14,17.5,0.9,0.23,Mugg
Pirgacha,h,3,0.09,38,0.19,11.2,0.72,0.15,Mugg
Pirgacha,h,3,0.05,49,0.15,16.3,0.38,0.19,Mugg
Pirgacha,h,3,0.07,35,0.18,10.9,0.77,0.14,Mugg
Pirgacha,h,3,0.09,28,0.11,11.2,0.76,0.21,Mugg
Pirgacha,h,3,0.09,50,0.14,17.7,0.76,0.22,Mugg
Jamun,h,1,0.1,28,0.17,12.8,0.33,0.29,Mugg
Jamun,h,1,0.08,22,0.18,9.4,0.45,0.23,Mugg
Jamun,h,1,0.09,25,0.2,10.2,0.6,0.27,Mugg
Jamun,h,1,0.09,35,0.16,11.7,0.39,0.26,Mugg
Jamun,h,1,0.07,10,0.11,12.5,0.22,0.15,Mugg
Jamun,h,1,0.09,22,0.13,9.6,0.38,0.21,Mugg
Jamun,h,1,0.11,15,0.15,14.1,0.58,0.18,Mugg
Jamun,h,1,0.09,26,0.16,15.6,0.35,0.16,Mugg
Jamun,h,1,0.07,25,0.17,13.9,0.4,0.25,Mugg
Jamun,h,1,0.09,32,0.14,16.3,0.66,0.3,Mugg
Jamun,h,1,0.11,30,0.2,14.9,0.32,0.28,Mugg
Gangchara,mh,1,0.1,14.4,0.18,15.7,0.2,0.23,Mugg
polashbari,h,1,0.11,13.5,0.17,14.2,0.84,0.27,Mugg
polashbari,h,1,0.09,11.4,0.13,17.5,0.67,0.29,Mugg
polashbari,h,1,0.11,15,0.15,15.3,0.21,0.31,Mugg
polashbari,h,1,0.09,12.7,0.12,11.4,0.67,0.3,Mugg
polashbari,h,1,0.09,11,0.13,11.3,0.36,0.19,Mugg
polashbari,h,1,0.11,14.7,0.14,14.6,0.73,0.24,Mugg
polashbari,h,1,0.1,15,0.15,16.2,0.41,0.14,Mugg
polashbari,h,1,0.09,14,0.17,12,0.39,0.27,Mugg
polashbari,h,1,0.11,6.9,0.13,11.8,0.4,0.25,Mugg
polashbari,h,1,0.1,12,0.11,21.6,0.56,0.16,Mugg
polashbari,h,1,0.07,15,0.2,9.3,0.44,0.3,Mugg
polashbari,h,1,0.1,15.2,0.16,9.6,0.5,0.32,Mugg
polashbari,h,1,0.09,13,0.12,13.9,0.6,0.24,Mugg
Jamun,h,1,0.11,10.4,0.14,16.8,0.5,0.22,Mugg
Jamun,h,1,0.1,6.8,0.16,6.3,0.66,0.2,Kheshari
Jamun,h,1,0.07,12,0.18,5.6,0.56,0.22,Mugg
Jamun,h,1,0.1,13,0.14,6.3,0.78,0.27,Mugg
Gangchara,mh,1,0.1,7.2,0.12,7.8,0.63,0.16,Kheshari
Polashbari,h,1,0.09,17,0.13,11.9,0.6,0.26,Mugg
Polashbari,h,1,0.08,15,0.16,8.9,0.81,0.29,Mugg
Polashbari,h,1,0.07,11,0.18,11.5,0.85,0.33,Mugg
Jamun,h,1,0.07,10,0.14,9.1,0.62,0.34,Mugg
Jamun,h,1,0.1,11,0.13,6.6,0.67,0.24,Mugg
Jamun,h,1,0.9,9,0.2,22.12,0.8,0.31,Mugg
Jamun,h,1,0.1,16.8,0.18,7.3,0.71,0.33,Mugg
Jamun,h,1,0.1,5.6,0.17,5.7,0.68,0.25,Kheshari
Jamun,h,1,0.11,11.5,0.11,9.7,0.59,0.24,Mugg
Jamun,h,1,0.1,11.2,0.14,12.13,0.89,0.28,Mugg
Jamun,h,1,0.11,7.8,0.15,16.2,0.56,0.25,Mugg
Jamun,h,1,0.1,17,0.12,11.7,0.68,0.28,Mugg
Jamun,h,1,0.1,20.7,0.19,16.7,0.74,0.23,Mugg
Jamun,h,1,0.09,7.1,0.17,14.6,0.61,0.26,Mugg
Jamun,h,1,0.1,12.8,0.13,23.5,0.58,0.36,Mugg
Gangchara,h,1,0.1,5.6,0.15,14.4,0.62,0.22,Mugg
Gangchara,h,1,0.11,6.9,0.12,13.9,0.57,0.29,Mugg
Gangchara,h,1,0.11,8.2,0.15,11.4,0.59,0.23,Mugg
Gangchara,h,1,0.1,14.9,0.11,14,0.95,0.25,Mugg
Gangchara,h,1,0.1,6.4,0.13,15.4,0.81,0.7,Mugg
Gangchara,h,1,0.09,6.6,0.16,18.8,0.87,0.13,Mugg
Gangchara,h,1,0.01,6,0.15,12.8,0.69,0.15,Mugg
manda,mh,1,0.01,15,0.17,17.1,0.57,0.16,Mugg
manda,mh,1,0.11,4.6,0.18,13.5,0.59,0.21,Kheshari
Gangchara,mh,1,0.11,13.5,0.18,19.7,0.67,0.27,Mugg
Gangchara,mh,1,0.09,11.7,0.12,13.9,0.65,0.23,Mugg
Gangchara,mh,1,0.1,5.9,0.16,11.6,0.54,0.15,Kheshari
Gangchara,mh,1,0.1,14.5,0.16,18.1,0.66,0.19,Mugg
Gangchara,mh,1,0.1,8.7,0.14,13.2,0.66,0.25,Mugg
manda,mh,1,0.08,5.6,0.2,20.4,0.68,0.24,Mugg
manda,mh,1,0.08,8.2,0.16,26.6,0.87,0.27,Mugg
manda,mh,1,0.11,15.2,0.2,13,0.76,0.18,Mugg
Gangchara,mh,1,0.11,5.7,0.12,12.8,0.6,0.32,Mugg
Gangchara,mh,1,0.1,6.9,0.18,18.2,0.6,0.25,Mugg
Gangchara,mh,1,0.09,21,0.21,17.1,0.62,0.3,Mugg
Gangchara,mh,1,0.11,8.3,0.14,20.5,0.69,0.19,Mugg
Gangchara,mh,1,0.11,16.2,0.15,16.3,0.6,0.3,Mugg
Gangchara,mh,1,0.11,5.7,0.2,17.3,0.63,0.24,Mugg
Gangchara,mh,1,0.1,8.2,0.15,15.6,0.86,0.22,Mugg
Gangchara,mh,1,0.1,16.2,0.12,31.3,0.63,0.28,Mugg
Gangchara,mh,1,0.12,6.8,0.12,17,0.71,0.23,Mugg
manda,mh,1,0.11,8.4,0.13,15.2,0.63,0.21,Mugg
manda,mh,1,0.12,8.5,0.11,11.5,0.63,0.22,Mugg
manda,mh,1,0.11,9.7,0.14,13.9,0.6,0.28,Mugg
manda,mh,1,0.1,9.9,0.15,12,0.54,0.24,Mugg
manda,mh,1,0.11,5.2,0.15,11.3,0.61,0.3,Kheshari
manda,mh,1,0.08,12.8,0.13,15.4,0.63,0.26,Mugg
manda,mh,1,0.1,7,0.17,13.3,0.63,0.24,Mugg
Gangchara,mh,1,0.1,8.4,0.2,13.8,0.51,0.18,Mugg
Gangchara,mh,1,0.11,13.1,0.14,14.2,0.56,0.26,Mugg
Gangchara,mh,1,0.09,14.6,0.18,18.9,0.32,0.29,Mugg
Gangchara,mh,1,0.12,7.2,0.14,17.1,0.65,0.23,Mugg
Gangchara,mh,1,0.11,7.5,0.14,19.4,0.33,0.27,Mugg
Gangchara,mh,1,0.1,6.6,0.15,10,0.5,0.31,Kheshari
Gangchara,mh,1,0.11,10.4,0.15,9.8,0.23,0.16,Mugg
Gangchara,mh,1,0.1,6.5,0.15,21.6,0.37,0.19,Mugg
Gangchara,mh,1,0.11,6.7,0.12,11.7,0.35,0.21,Mugg
Gangchara,mh,1,0.11,9.9,0.14,1.9,0.5,0.18,Kheshari
Gangchara,mh,1,0.11,9.3,0.16,10.7,0.37,0.32,Mugg
Gangchara,mh,1,0.09,12.4,0.17,15.7,0.3,0.24,Mugg
Gangchara,mh,1,0.11,8.7,0.15,9.7,0.18,0.31,Mugg
Gangchara,mh,1,0.12,7.4,0.15,18.6,0.14,0.25,Mugg
Gangchara,mh,1,0.04,8,0.13,13.9,0.21,0.31,Mugg
Sara,h,1,0.07,11.12,0.27,18.89,0.96,0.32,Mugg
Sara,h,1,0.08,17.43,0.32,12.55,0.93,0.2,Mugg
Sara,h,1,0.07,20.25,0.31,21.87,0.9,0.36,Mugg
Sara,h,1,0.08,19.5,0.27,33.89,0.65,0.06,Mugg
Gopalpur,h,2,0.06,17.16,22.41,22.41,0.8,0.08,Rosun
Gopalpur,h,2,0.08,36.22,32.95,32.95,0.95,0.12,Rosun
Gopalpur,mh,2,0.07,22.17,13.94,13.94,0.72,0.08,Mugg
Ishwardi,mh,3,0.07,25.17,12.38,12.38,0.68,0.34,Mugg
Ishwardi,mh,3,0.06,25.93,0.47,33.51,0.56,0.11,Mugg
Ishwardi,mh,3,0.08,9.6,0.26,20,1.08,0.36,Mugg
Sara,h,1,0.07,19.08,0.4,12.43,0.86,0.04,Mugg
Sara,h,1,0.07,22.14,0.29,37.06,0.98,0.05,Mugg
Sara,h,1,0.08,25.91,0.25,24.64,1.01,0.17,Mugg
Sara,h,1,0.08,17.1,0.35,22.34,0.85,0.05,Mugg
Sara,h,1,0.07,17.65,0.36,32.63,0.78,0.04,Mugg
Sara,h,1,0.06,23.58,0.27,22.86,0.92,0.06,Mugg
Sara,h,1,0.07,12.14,0.24,32.22,0.68,0.04,Mugg
Sara,h,1,0.07,28.21,0.23,24.32,0.72,0.17,Mugg
Sara,h,1,0.08,23.75,0.3,35.81,1.05,0.04,Mugg
Sara,h,1,0.08,42.39,0.27,33.44,1.3,0.31,Mugg
Gopalpur,h,2,0.08,36.7,0.37,22.07,1.18,0.23,Mugg
Gopalpur,h,2,0.08,38.22,0.35,32.43,1.08,0.15,Mugg
Gopalpur,h,2,0.07,48.33,0.32,35.82,0.88,0.24,Rosun
Gopalpur,h,2,0.08,42.14,0.41,12.6,0.86,0.26,Mugg
Gopalpur,h,2,0.06,43.27,0.41,32.78,1.05,0.41,Mugg
Gopalpur,h,2,0.07,29.45,0.35,16.26,1.09,0.07,Mugg
Gopalpur,mh,2,0.07,18.02,0.26,31.1,1.08,0.05,Mugg
Gopalpur,mh,2,0.08,9.15,0.35,42,0.92,0.26,Mugg
Gopalpur,mh,2,0.06,18.07,0.28,13.56,0.98,0.21,Mugg
Ishwardi,mh,3,0.07,42.35,0.38,21.74,0.78,0.16,Mugg
Ishwardi,mh,3,0.08,20.1,0.36,33.18,0.68,0.09,Mugg
Ishwardi,mh,3,0.07,34.2,0.29,14.95,0.84,0.08,Mugg
Ishwardi,mh,3,0.08,17.18,0.36,23.65,0.92,0.05,Mugg
Ishwardi,mh,3,0.08,37.45,0.38,22.8,1.13,0.04,Mugg
Sara,h,1,0.07,15.2,0.26,32.38,1.08,0.06,Mugg
Sara,h,1,0.08,12.82,0.25,20.55,0.95,0.04,Mugg
Sara,h,1,0.08,24.12,0.28,22.77,1.09,0.09,Mugg
Sara,h,1,0.07,20.74,0.28,33.3,0.91,0.1,Mugg
Gopalpur,h,2,0.07,11.64,0.25,22.09,0.84,0.04,Mugg
Gopalpur,h,2,0.08,37.48,0.28,21.66,0.79,0.18,Mugg
Gopalpur,h,2,0.06,12.75,0.3,23.48,0.89,0.06,Mugg
Gopalpur,h,2,0.06,10.61,0.34,32.43,1.13,0.1,Mugg
Gopalpur,h,2,0.07,18.47,0.31,22.58,0.93,0.65,Mugg
Ishwardi,h,3,0.08,19.6,0.32,22.19,1.27,0.53,Mugg
Ishwardi,h,3,0.06,14.78,0.3,15.93,1.05,0.39,Mugg
Ishwardi,h,3,0.07,32.42,0.39,34.18,0.92,0.28,Mugg
Ishwardi,h,3,0.08,14.3,0.3,32.35,0.72,0.43,Mugg
Ishwardi,h,3,0.08,39.4,0.36,26.82,1.19,0.48,Mugg
Ishwardi,h,3,0.07,24.6,0.33,25.61,1.04,0.49,Mugg
Ishwardi,h,3,0.07,10.38,0.37,21.24,0.95,0.4,Mugg
Gopalpur,mh,2,0.06,24.16,0.43,15.93,1.01,0.34,Mugg
Gopalpur,mh,2,0.07,16.34,0.47,26.53,0.92,0.32,Mugg
Ishwardi,mh,3,0.08,20.55,0.43,23.79,1.09,0.31,Mugg
Ishwardi,mh,3,0.07,18.14,0.4,23.84,0.78,0.4,Mugg
Ishwardi,mh,3,0.07,10.2,0.36,26.52,0.84,0.59,Mugg
Ishwardi,mh,3,0.08,12.8,0.35,22.59,0.86,0.32,Mugg
Ishwardi,mh,3,0.06,17.49,0.44,15.63,0.95,0.43,Mugg
Ishwardi,mh,3,0.07,20.98,0.47,20.56,1.06,0.42,Mugg
Ishwardi,mh,3,0.07,27.1,0.34,37.18,0.91,0.16,Mugg
Gopalpur,h,2,0.06,41.07,0.37,22.29,0.86,0.32,Mugg
Gopalpur,h,2,0.08,17.55,0.33,33.57,0.75,0.53,Mugg
Ishwardi,mh,3,0.07,21.84,0.38,24.07,0.68,0.63,Mugg
Ishwardi,mh,3,0.09,34.9,0.41,27.86,0.62,0.58,Mugg
Ishwardi,mh,3,0.08,15.65,0.32,34.63,0.56,0.32,Mugg
Ishwardi,mh,3,0.07,20.36,0.45,34.45,0.88,0.62,Mugg
Sara,h,1,0.08,39.14,0.29,29.07,0.92,0.51,Mugg
Ishwardi,h,3,0.07,16.43,0.3,23.53,0.81,0.66,Mugg
Ishwardi,mh,3,0.07,17.58,0.38,36.8,1.05,0.56,Mugg
Ishwardi,mh,3,0.08,14.58,0.31,23.05,1.1,0.46,Mugg
Sara,h,1,0.07,21.76,0.31,34.87,0.96,0.62,Mugg
Ishwardi,mh,3,0.08,15.56,0.37,29.31,0.83,0.43,Mugg
Gopalpur,mh,2,0.07,28.47,0.26,33.39,0.61,0.72,Mugg
Gopalpur,mh,2,0.08,24.32,0.2,25.95,0.84,0.81,Mugg
Ishwardi,mh,3,0.08,24.55,0.27,17.45,0.79,0.17,Mugg
Ishwardi,mh,3,0.07,11.19,0.28,25.09,0.91,0.28,Mugg
Ishwardi,mh,3,0.08,20.99,0.3,39.94,1.12,0.44,Mugg
Ishwardi,mh,3,0.09,42.8,0.5,24.74,1.56,0.92,Mugg
Ishwardi,mh,3,0.08,31.63,0.43,24.65,0.7,0.69,Mugg
Ishwardi,mh,3,0.08,20.7,0.29,23.97,0.52,0.29,Mugg
Ishwardi,mh,3,0.07,25.6,0.3,37.91,0.84,0.12,Mugg
Ishwardi,mh,3,0.07,21.4,0.38,37.97,0.78,0.42,Mugg
Ishwardi,mh,3,0.07,6.65,0.35,15.86,1.47,0.58,Mugg
Ishwardi,mh,3,0.08,18.67,0.34,16.07,1.38,0.16,Mugg
Ishwardi,mh,3,0.09,21.23,0.41,28.85,0.4,0.08,Mugg
Ishwardi,mh,3,0.09,29.85,0.42,23.47,0.75,0.2,Mugg
Ishwardi,mh,3,0.09,35.21,0.47,36.13,0.48,0.16,Mugg
Ishwardi,mh,3,0.08,29.84,0.42,14.51,1.39,0.21,Mugg
Ishwardi,mh,3,0.08,28.18,0.49,29.02,0.61,0.05,Mugg
Ishwardi,mh,3,0.09,45.05,0.39,33.77,0.41,0.08,Mugg
Ghior,mh,3,0.08,22.18,0.38,27.75,0.64,0.71,Mugg
Ghior,mh,3,0.07,16.25,0.36,25.11,0.62,0.54,Mugg
Ghior,mh,3,0.08,23.67,0.4,34.38,0.46,0.91,Mugg
Ghior,mh,3,0.07,26.8,0.4,23.73,1.26,0.81,Mugg
Ghior,mh,3,0.08,26.67,0.32,82.14,0.33,0.73,Rosun
Ghior,ml,3,0.08,25.8,0.29,24.95,0.41,0.59,Mugg
Bajowa,mh,2,0.07,29.25,0.4,25.12,0.46,0.95,Mugg
Bajowa,mh,2,0.07,26.52,0.41,35,0.35,1.03,Mugg
Bajowa,mh,2,0.08,12.56,0.32,108,0.38,0.88,Rosun
Bajowa,mh,2,0.07,19.06,0.45,38.79,0.46,0.76,Mugg
Bajowa,mh,2,0.08,29.16,0.29,26.24,0.57,0.48,Mugg
Bajowa,mh,2,0.07,15.28,0.43,56.76,0.52,0.26,Rosun
Bajowa,mh,2,0.08,12.11,0.4,58.11,0.72,0.37,Rosun
Bajowa,mh,2,0.08,20.25,0.37,24.26,0.46,0.25,Mugg
Bajowa,mh,2,0.07,12.58,0.42,86.27,0.74,0.37,Rosun
Bajowa,mh,2,0.08,16.7,0.38,112,0.89,0.58,Rosun
Bajowa,mh,2,0.08,11.84,0.4,76.95,0.92,0.82,Rosun
Bajowa,mh,2,0.07,14.74,0.49,73.16,1.04,0.62,Rosun
Bajowa,mh,2,0.08,11.48,0.42,60.91,0.67,0.9,Rosun
Bajowa,mh,2,0.09,23.96,0.35,38.59,0.81,0.59,Mugg
Bajowa,mh,2,0.08,15.34,0.39,110,0.8,0.94,Rosun
Barishal,mh,3,0.08,18.11,0.48,81.51,0.72,0.51,Rosun
Barishal,mh,3,0.07,11.99,0.47,80.93,1,0.59,Rosun
Barishal,mh,3,0.07,17.18,0.49,105,1.31,1.18,Rosun
Barishal,mh,3,0.08,12.92,0.41,73.23,0.95,0.67,Rosun
Barishal,mh,3,0.07,13.4,0.49,104,1.01,0.67,Rosun
Barishal,mh,3,0.08,11.65,0.46,86.55,0.94,1.16,Rosun
Barishal,mh,3,0.09,28.37,0.47,66.72,0.77,0.81,Rosun
Barishal,mh,3,0.07,12.25,0.33,27.34,0.95,1.02,Mugg
Barishal,mh,3,0.07,18.2,0.47,36.14,0.63,0.92,Mugg
Barishal,mh,3,0.08,18.16,0.42,25.12,0.75,0.49,Mugg
Barishal,mh,3,0.07,15.18,0.48,39.72,0.87,1.09,Mugg
Barishal,mh,3,0.08,17.4,0.46,49.51,1.07,1.3,Mugg
Barishal,mh,3,0.09,28.49,0.47,60.51,1.9,1.39,Rosun
Barishal,mh,3,0.08,16.37,0.59,52.48,0.69,1.1,Rosun
Barishal,mh,3,0.07,12.44,0.46,50,0.62,1.02,Mugg
Barishal,mh,3,0.08,9.8,0.49,52,0.42,1.59,Mugg
Barishal,mh,3,0.07,23.98,0.55,38.99,0.56,0.52,Mugg
Barishal,mh,3,0.08,19.82,0.5,29.31,0.8,0.29,Mugg
Barishal,mh,3,0.07,15.71,0.53,17.91,0.78,0.34,Mugg
Barishal,mh,3,0.08,11.5,0.42,31.06,0.84,0.34,Mugg
Barishal,mh,3,0.07,10.46,0.6,33.46,0.62,0.92,Mugg
Barishal,mh,3,0.07,15.99,0.63,25.84,1.35,1.03,Mugg
Barishal,mh,3,0.07,10.98,0.61,26.09,0.82,1.07,Mugg
Barishal,mh,3,0.08,17.65,0.6,27.47,1.95,1.09,Mugg